TEXT REPORT

Test Program: FAN5069 (QC-ROOM) No Version#
Lot ID: CUR020104_R25_Q1
Operator: OPERATOR
Computer: TMT-23

Date: 01/27/24 10:40:03

Serial Number: 1
|Test#      |Test Name       |  Value      |P/F|Unit    |Min Limit    |MaxLimit     |  Notes       |
| 001.01.12 |FBLDO_PIN_1     |      -0.5881| 1 |      v |          -1 |        -0.3 |              |
| 001.01.13 |GLDO_PIN_16     |      -0.5835| 1 |      v |          -1 |        -0.3 |              |
| 001.02.01 |IVCC NORMAL     |       7.5897| 1 |     mA |           1 |          15 |       NORMAL |
| 001.02.02 |IEN NORMAL      |       0.0002| 1 |     uA |          -5 |           5 |       NORMAL |
| 001.02.03 |IFB NORMAL      |      -0.2325| 1 |     uA |          -1 |           1 |       NORMAL |
| 001.02.04 |VCC_5_6 SHUNT   |       5.7084| 1 |      V |        5.45 |         5.9 |        SHUNT |
| 001.02.05 |VCC_5_9 SHUNT   |       5.7818| 1 |      V |        5.45 |         5.9 |        SHUNT |
| 001.02.06 |VCC QUIESENT    |       7.0853| 1 |     mA |           1 |        9.05 |     QUIESENT |
| 001.03.01 |IVCC DISABLE    |     158.0113| 1 |     uA |          50 |         400 |      DISABLE |
| 001.03.02 |IEN DISABLE     |     -56.5937| 1 |     uA |         -80 |         -35 |      DISABLE |
| 001.03.03 |IFB DISABLE     |      -0.0278| 1 |     uA |          -2 |           2 |      DISABLE |
| 001.04.01 |EN Rising       |       1.2950| 1 |      V |           1 |         1.8 |    THRESHOLD |
| 001.04.02 |EN Falling      |       1.0800| 1 |      V |         0.9 |         1.6 |    THRESHOLD |
| 001.04.03 |EN Hyst         |       0.2150| 1 |      V |           0 |           0 |    THRESHOLD |
| 001.05.01 |VCC_UVLO RISING |       4.2400| 1 |      V |           4 |         4.5 |         UVLO |
| 001.05.02 |VCC_UVLO FALLIN |       3.7400| 1 |      V |         3.6 |           4 |         UVLO |
| 001.05.03 |VCC_UVLO HYSTER |       0.5000| 1 |      V |        0.35 |         0.7 |         UVLO |
| 001.06.01 |Iss@ SS= 0      |     -10.7778| 1 |     uA |         -12 |          -8 |              |
| 001.06.02 |Iss @ SS=4.5    |      -9.8811| 1 |     uA |         -13 |          -7 |              |
| 001.06.03 |SS Threshold    |       1.2050| 1 |      V |         1.1 |         1.4 |              |
| 001.07.01 |OPEN FREQ HD    |     317.0932| 1 |    KHZ |         240 |         360 |              |
| 001.07.02 |OPEN FREQ LD    |     316.5258| 1 |    KHZ |         240 |         360 |              |
| 001.07.03 |RISE TIME HD    |      38.2409| 1 |     nS |           8 |          80 |              |
| 001.07.04 |FALL TIME HD    |      31.5123| 1 |     nS |           8 |          80 |              |
| 001.07.05 |RISE TIME LD    |      26.2410| 1 |     nS |           8 |          80 |              |
| 001.07.06 |FALL TIME LD    |      29.8907| 1 |     nS |           8 |          80 |              |
| 001.07.07 |DEAD T HD TO LD |      27.2644| 1 |     nS |           8 |         100 |              |
| 001.07.08 |DEAD T LD TO HD |      43.2610| 1 |     nS |           8 |         100 |              |
| 001.07.09 |OPEN FREQ LD    |     206.8720| 1 |    KHZ |         152 |         248 |              |
| 001.07.10 |OPEN FREQ HD    |     207.0835| 1 |    KHZ |         152 |         248 |              |
| 001.08.01 |Pwm DCycle High |      76.0238| 1 |      % |          45 |          95 |  COMP LINEAR |
| 001.08.02 |Pwm DCycle Low  |      39.4782| 1 |      % |          20 |          65 |  COMP LINEAR |
| 001.09.01 |ILIM VOLTAGE    |       4.9195| 1 |      V |        4.25 |        5.75 |              |
| 001.09.02 |ILIM CURRENT    |       9.8390| 1 |     uA |           9 |          11 |              |
| 001.10.01 |EA SOURCE       |   -2561.3127| 1 |     uA |       -5000 |        -500 |              |
| 001.10.02 |EA I SINK       |   10009.9453| 1 |     uA |        4000 |    1.7e+004 |              |
| 001.10.03 |EA_OUT HIGH     |       3.6316| 1 |      V |         3.4 |           4 |              |
| 001.10.04 |EA_OUT HI LOAD  |       3.5328| 1 |      V |         3.4 |           4 |              |
| 001.10.05 |EA_OUT LOW      |       0.0652| 1 |      V |         4.2 |         0.3 |              |
| 001.11.01 |ERROR AMP OFFSE |       0.0100| 1 |      V |       -0.01 |       0.025 |              |
| 001.11.02 |RAMP AMPLITUDE  |       1.8372| 1 |      V |       1.425 |        1.95 |     THESHOLD |
| 001.12.01 |LDO OUT VOLTAGE |       1.1970| 1 |      V |        1.17 |        1.23 |              |
| 001.12.02 |FBLDO ISOURCE   |       4.9277| 1 |      V |         4.4 |         5.5 |              |
| 001.12.03 |FBLDO ISINK     |       0.0372| 1 |      V |        -0.5 |        0.25 |              |
| 001.12.04 |FB RISING       |       0.8050| 1 |      V |       0.775 |       0.825 |              |
| 001.12.05 |SS LDO STARTUP  |       2.0600| 1 |      V |         1.8 |         2.5 |              |
| 001.13.01 |OVP VSEN PIN 23 |     112.7250| 1 |      % |         110 |       122.5 |              |
| 001.13.02 |UVP VSEN PIN 23 |      75.2250| 1 |      % |          65 |          80 |              |
| 001.14.01 |Ramp Voltage    |       1.8885| 1 |      V |        1.82 |        2.03 |              |
| 001.14.02 |Close Loop _N_l |       1.4808| 1 |      V |       1.455 |        1.54 |              |
| 001.14.03 |Close Loop _w_l |       1.4889| 1 |      V |       1.455 |        1.54 |              |
| 001.14.04 |Fb pin voltage  |       0.8078| 1 |      V |        0.79 |        0.82 |              |
| 001.14.05 |Rt pin voltage  |       1.7783| 1 |      V |         1.7 |         1.9 |              |
| 001.15.01 |ILIM VOLTAGE    |       5.0076| 1 |      V |        4.25 |        5.75 |              |
| 001.15.02 |ILIM_VCC_5_0V   |      10.0151| 1 |     uA |           9 |          11 |              |
| 001.15.03 |ILIM_VCC_5_6V   |      10.0181| 1 |     uA |           9 |        11.1 |              |
| 001.15.04 |ILIM_VCC_5_7V   |      10.0266| 1 |     uA |           9 |        11.1 |              |
| 001.15.05 |ILIM_VCC_5_8V   |      10.0186| 1 |     uA |           9 |        11.1 |              |
| 001.15.06 |ILIM_VCC_5_6_F  |       1.0000| 1 |        |         0.4 |         1.6 |              |
| 001.15.07 |ILIM_VCC_5_7_F  |       1.0000| 1 |        |         0.4 |         1.6 |              |
| 001.15.08 |ILIM_VCC_5_8_F  |       1.0000| 1 |        |         0.4 |         1.6 |              |
| 001.15.09 |SHUNT_REG_ON    |       5.8000| 1 |      V |        5.54 |        6.01 |              |
| 001.15.10 |Ilim_Delta      |       0.0169| 1 |      V |       -0.13 |       0.045 |              |

Serial Number: 142
|Test#      |Test Name       |  Value      |P/F|Unit    |Min Limit    |MaxLimit     |  Notes       |
| 001.01.01 |RT_PIN_2        |      -0.5882| 1 |      v |          -1 |        -0.3 |              |
| 001.01.02 |BOOT_PIN_11     |      -0.5377| 1 |      v |          -1 |        -0.3 |              |
| 001.01.03 |HDRV_PIN_10     |      -0.5398| 1 |      v |          -1 |        -0.3 |              |
| 001.01.04 |LDRV_PIN_13     |      -0.5274| 1 |      v |          -1 |        -0.3 |              |
| 001.01.05 |VCC_PIN_15      |      -0.5034| 1 |      v |          -1 |        -0.3 |              |
| 001.01.06 |EN_PIN_7        |      -0.5021| 1 |      v |          -1 |        -0.3 |              |
| 001.01.07 |ILIM_PIN_3      |      -0.4815| 1 |      v |          -1 |        -0.2 |              |
| 001.01.08 |SS_PIN_4        |      -0.5837| 1 |      v |          -1 |        -0.3 |              |
| 001.01.09 |COMP_PIN_5      |      -0.5845| 1 |      v |          -1 |        -0.3 |              |
| 001.01.10 |FB_PIN_6        |      -0.5854| 1 |      v |          -1 |        -0.3 |              |
| 001.01.11 |RAMP_PIN_14     |      -0.7076| 1 |      v |          -1 |        -0.3 |              |
| 001.01.12 |FBLDO_PIN_1     |      -0.5882| 1 |      v |          -1 |        -0.3 |              |
| 001.01.13 |GLDO_PIN_16     |      -0.5834| 1 |      v |          -1 |        -0.3 |              |
| 001.02.01 |IVCC NORMAL     |       7.5919| 1 |     mA |           1 |          15 |       NORMAL |
| 001.02.02 |IEN NORMAL      |      -0.0007| 1 |     uA |          -5 |           5 |       NORMAL |
| 001.02.03 |IFB NORMAL      |      -0.2378| 1 |     uA |          -1 |           1 |       NORMAL |
| 001.02.04 |VCC_5_6 SHUNT   |       5.7090| 1 |      V |        5.45 |         5.9 |        SHUNT |
| 001.02.05 |VCC_5_9 SHUNT   |       5.7820| 1 |      V |        5.45 |         5.9 |        SHUNT |
| 001.02.06 |VCC QUIESENT    |       7.0849| 1 |     mA |           1 |        9.05 |     QUIESENT |
| 001.03.01 |IVCC DISABLE    |     157.9025| 1 |     uA |          50 |         400 |      DISABLE |
| 001.03.02 |IEN DISABLE     |     -56.6051| 1 |     uA |         -80 |         -35 |      DISABLE |
| 001.03.03 |IFB DISABLE     |      -0.0334| 1 |     uA |          -2 |           2 |      DISABLE |
| 001.04.01 |EN Rising       |       1.2950| 1 |      V |           1 |         1.8 |    THRESHOLD |
| 001.04.02 |EN Falling      |       1.0800| 1 |      V |         0.9 |         1.6 |    THRESHOLD |
| 001.04.03 |EN Hyst         |       0.2150| 1 |      V |           0 |           0 |    THRESHOLD |
| 001.05.01 |VCC_UVLO RISING |       4.2400| 1 |      V |           4 |         4.5 |         UVLO |
| 001.05.02 |VCC_UVLO FALLIN |       3.7400| 1 |      V |         3.6 |           4 |         UVLO |
| 001.05.03 |VCC_UVLO HYSTER |       0.5000| 1 |      V |        0.35 |         0.7 |         UVLO |
| 001.06.01 |Iss@ SS= 0      |     -10.7735| 1 |     uA |         -12 |          -8 |              |
| 001.06.02 |Iss @ SS=4.5    |      -9.8840| 1 |     uA |         -13 |          -7 |              |
| 001.06.03 |SS Threshold    |       1.2050| 1 |      V |         1.1 |         1.4 |              |
| 001.07.01 |OPEN FREQ HD    |     316.9295| 1 |    KHZ |         240 |         360 |              |
| 001.07.02 |OPEN FREQ LD    |     316.3902| 1 |    KHZ |         240 |         360 |              |
| 001.07.03 |RISE TIME HD    |      37.4519| 1 |     nS |           8 |          80 |              |
| 001.07.04 |FALL TIME HD    |      31.7128| 1 |     nS |           8 |          80 |              |
| 001.07.05 |RISE TIME LD    |      25.0916| 1 |     nS |           8 |          80 |              |
| 001.07.06 |FALL TIME LD    |      29.6633| 1 |     nS |           8 |          80 |              |
| 001.07.07 |DEAD T HD TO LD |      29.0034| 1 |     nS |           8 |         100 |              |
| 001.07.08 |DEAD T LD TO HD |      43.0923| 1 |     nS |           8 |         100 |              |
| 001.07.09 |OPEN FREQ LD    |     206.8977| 1 |    KHZ |         152 |         248 |              |
| 001.07.10 |OPEN FREQ HD    |     206.9870| 1 |    KHZ |         152 |         248 |              |
| 001.08.01 |Pwm DCycle High |      75.8735| 1 |      % |          45 |          95 |  COMP LINEAR |
| 001.08.02 |Pwm DCycle Low  |      39.4864| 1 |      % |          20 |          65 |  COMP LINEAR |
| 001.09.01 |ILIM VOLTAGE    |       4.9164| 1 |      V |        4.25 |        5.75 |              |
| 001.09.02 |ILIM CURRENT    |       9.8328| 1 |     uA |           9 |          11 |              |
| 001.10.01 |EA SOURCE       |   -2561.9993| 1 |     uA |       -5000 |        -500 |              |
| 001.10.02 |EA I SINK       |   10008.6865| 1 |     uA |        4000 |    1.7e+004 |              |
| 001.10.03 |EA_OUT HIGH     |       3.6315| 1 |      V |         3.4 |           4 |              |
| 001.10.04 |EA_OUT HI LOAD  |       3.5332| 1 |      V |         3.4 |           4 |              |
| 001.10.05 |EA_OUT LOW      |       0.0649| 1 |      V |         4.2 |         0.3 |              |
| 001.11.01 |ERROR AMP OFFSE |       0.0100| 1 |      V |       -0.01 |       0.025 |              |
| 001.11.02 |RAMP AMPLITUDE  |       1.8369| 1 |      V |       1.425 |        1.95 |     THESHOLD |
| 001.12.01 |LDO OUT VOLTAGE |       1.1963| 1 |      V |        1.17 |        1.23 |              |
| 001.12.02 |FBLDO ISOURCE   |       4.9280| 1 |      V |         4.4 |         5.5 |              |
| 001.12.03 |FBLDO ISINK     |       0.0371| 1 |      V |        -0.5 |        0.25 |              |
| 001.12.04 |FB RISING       |       0.8050| 1 |      V |       0.775 |       0.825 |              |
| 001.12.05 |SS LDO STARTUP  |       2.0600| 1 |      V |         1.8 |         2.5 |              |
| 001.13.01 |OVP VSEN PIN 23 |     112.7250| 1 |      % |         110 |       122.5 |              |
| 001.13.02 |UVP VSEN PIN 23 |      75.2250| 1 |      % |          65 |          80 |              |
| 001.14.01 |Ramp Voltage    |       1.8879| 1 |      V |        1.82 |        2.03 |              |
| 001.14.02 |Close Loop _N_l |       1.4807| 1 |      V |       1.455 |        1.54 |              |
| 001.14.03 |Close Loop _w_l |       1.4888| 1 |      V |       1.455 |        1.54 |              |
| 001.14.04 |Fb pin voltage  |       0.8078| 1 |      V |        0.79 |        0.82 |              |
| 001.14.05 |Rt pin voltage  |       1.7783| 1 |      V |         1.7 |         1.9 |              |
| 001.15.01 |ILIM VOLTAGE    |       5.0103| 1 |      V |        4.25 |        5.75 |              |
| 001.15.02 |ILIM_VCC_5_0V   |      10.0206| 1 |     uA |           9 |          11 |              |
| 001.15.03 |ILIM_VCC_5_6V   |      10.0285| 1 |     uA |           9 |        11.1 |              |
| 001.15.04 |ILIM_VCC_5_7V   |      10.0262| 1 |     uA |           9 |        11.1 |              |
| 001.15.05 |ILIM_VCC_5_8V   |      10.0225| 1 |     uA |           9 |        11.1 |              |
| 001.15.06 |ILIM_VCC_5_6_F  |       1.0000| 1 |        |         0.4 |         1.6 |              |
| 001.15.07 |ILIM_VCC_5_7_F  |       1.0000| 1 |        |         0.4 |         1.6 |              |
| 001.15.08 |ILIM_VCC_5_8_F  |       1.0000| 1 |        |         0.4 |         1.6 |              |
| 001.15.09 |SHUNT_REG_ON    |       5.8000| 1 |      V |        5.54 |        6.01 |              |
| 001.15.10 |Ilim_Delta      |       0.0183| 1 |      V |       -0.13 |       0.045 |              |

Serial Number: 143
|Test#      |Test Name       |  Value      |P/F|Unit    |Min Limit    |MaxLimit     |  Notes       |
| 001.01.01 |RT_PIN_2        |      -0.5880| 1 |      v |          -1 |        -0.3 |              |
| 001.01.02 |BOOT_PIN_11     |      -0.5373| 1 |      v |          -1 |        -0.3 |              |
| 001.01.03 |HDRV_PIN_10     |      -0.5396| 1 |      v |          -1 |        -0.3 |              |
| 001.01.04 |LDRV_PIN_13     |      -0.5274| 1 |      v |          -1 |        -0.3 |              |
| 001.01.05 |VCC_PIN_15      |      -0.5031| 1 |      v |          -1 |        -0.3 |              |
| 001.01.06 |EN_PIN_7        |      -0.5022| 1 |      v |          -1 |        -0.3 |              |
| 001.01.07 |ILIM_PIN_3      |      -0.4599| 1 |      v |          -1 |        -0.2 |              |
| 001.01.08 |SS_PIN_4        |      -0.5837| 1 |      v |          -1 |        -0.3 |              |
| 001.01.09 |COMP_PIN_5      |      -0.5841| 1 |      v |          -1 |        -0.3 |              |
| 001.01.10 |FB_PIN_6        |      -0.5854| 1 |      v |          -1 |        -0.3 |              |
| 001.01.11 |RAMP_PIN_14     |      -0.7104| 1 |      v |          -1 |        -0.3 |              |
| 001.01.12 |FBLDO_PIN_1     |      -0.5882| 1 |      v |          -1 |        -0.3 |              |
| 001.01.13 |GLDO_PIN_16     |      -0.5834| 1 |      v |          -1 |        -0.3 |              |
| 001.02.01 |IVCC NORMAL     |       7.5879| 1 |     mA |           1 |          15 |       NORMAL |
| 001.02.02 |IEN NORMAL      |       0.0015| 1 |     uA |          -5 |           5 |       NORMAL |
| 001.02.03 |IFB NORMAL      |      -0.2333| 1 |     uA |          -1 |           1 |       NORMAL |
| 001.02.04 |VCC_5_6 SHUNT   |       5.7090| 1 |      V |        5.45 |         5.9 |        SHUNT |
| 001.02.05 |VCC_5_9 SHUNT   |       5.7821| 1 |      V |        5.45 |         5.9 |        SHUNT |
| 001.02.06 |VCC QUIESENT    |       7.0856| 1 |     mA |           1 |        9.05 |     QUIESENT |
| 001.03.01 |IVCC DISABLE    |     158.1102| 1 |     uA |          50 |         400 |      DISABLE |
| 001.03.02 |IEN DISABLE     |     -56.6737| 1 |     uA |         -80 |         -35 |      DISABLE |
| 001.03.03 |IFB DISABLE     |      -0.0222| 1 |     uA |          -2 |           2 |      DISABLE |
| 001.04.01 |EN Rising       |       1.2950| 1 |      V |           1 |         1.8 |    THRESHOLD |
| 001.04.02 |EN Falling      |       1.0800| 1 |      V |         0.9 |         1.6 |    THRESHOLD |
| 001.04.03 |EN Hyst         |       0.2150| 1 |      V |           0 |           0 |    THRESHOLD |
| 001.05.01 |VCC_UVLO RISING |       4.2400| 1 |      V |           4 |         4.5 |         UVLO |
| 001.05.02 |VCC_UVLO FALLIN |       3.7400| 1 |      V |         3.6 |           4 |         UVLO |
| 001.05.03 |VCC_UVLO HYSTER |       0.5000| 1 |      V |        0.35 |         0.7 |         UVLO |
| 001.06.01 |Iss@ SS= 0      |     -10.7766| 1 |     uA |         -12 |          -8 |              |
| 001.06.02 |Iss @ SS=4.5    |      -9.8846| 1 |     uA |         -13 |          -7 |              |
| 001.06.03 |SS Threshold    |       1.2050| 1 |      V |         1.1 |         1.4 |              |
| 001.07.01 |OPEN FREQ HD    |     316.8742| 1 |    KHZ |         240 |         360 |              |
| 001.07.02 |OPEN FREQ LD    |     316.4636| 1 |    KHZ |         240 |         360 |              |
| 001.07.03 |RISE TIME HD    |      38.1293| 1 |     nS |           8 |          80 |              |
| 001.07.04 |FALL TIME HD    |      30.4103| 1 |     nS |           8 |          80 |              |
| 001.07.05 |RISE TIME LD    |      25.1648| 1 |     nS |           8 |          80 |              |
| 001.07.06 |FALL TIME LD    |      28.5989| 1 |     nS |           8 |          80 |              |
| 001.07.07 |DEAD T HD TO LD |      26.8384| 1 |     nS |           8 |         100 |              |
| 001.07.08 |DEAD T LD TO HD |      43.2093| 1 |     nS |           8 |         100 |              |
| 001.07.09 |OPEN FREQ LD    |     207.0258| 1 |    KHZ |         152 |         248 |              |
| 001.07.10 |OPEN FREQ HD    |     207.0122| 1 |    KHZ |         152 |         248 |              |
| 001.08.01 |Pwm DCycle High |      75.9912| 1 |      % |          45 |          95 |  COMP LINEAR |
| 001.08.02 |Pwm DCycle Low  |      39.4457| 1 |      % |          20 |          65 |  COMP LINEAR |
| 001.09.01 |ILIM VOLTAGE    |       4.9177| 1 |      V |        4.25 |        5.75 |              |
| 001.09.02 |ILIM CURRENT    |       9.8353| 1 |     uA |           9 |          11 |              |
| 001.10.01 |EA SOURCE       |   -2562.2280| 1 |     uA |       -5000 |        -500 |              |
| 001.10.02 |EA I SINK       |   10009.1445| 1 |     uA |        4000 |    1.7e+004 |              |
| 001.10.03 |EA_OUT HIGH     |       3.6315| 1 |      V |         3.4 |           4 |              |
| 001.10.04 |EA_OUT HI LOAD  |       3.5328| 1 |      V |         3.4 |           4 |              |
| 001.10.05 |EA_OUT LOW      |       0.0649| 1 |      V |         4.2 |         0.3 |              |
| 001.11.01 |ERROR AMP OFFSE |       0.0100| 1 |      V |       -0.01 |       0.025 |              |
| 001.11.02 |RAMP AMPLITUDE  |       1.8370| 1 |      V |       1.425 |        1.95 |     THESHOLD |
| 001.12.01 |LDO OUT VOLTAGE |       1.1960| 1 |      V |        1.17 |        1.23 |              |
| 001.12.02 |FBLDO ISOURCE   |       4.9278| 1 |      V |         4.4 |         5.5 |              |
| 001.12.03 |FBLDO ISINK     |       0.0372| 1 |      V |        -0.5 |        0.25 |              |
| 001.12.04 |FB RISING       |       0.8050| 1 |      V |       0.775 |       0.825 |              |
| 001.12.05 |SS LDO STARTUP  |       2.0600| 1 |      V |         1.8 |         2.5 |              |
| 001.13.01 |OVP VSEN PIN 23 |     112.7250| 1 |      % |         110 |       122.5 |              |
| 001.13.02 |UVP VSEN PIN 23 |      75.2250| 1 |      % |          65 |          80 |              |
| 001.14.01 |Ramp Voltage    |       1.8884| 1 |      V |        1.82 |        2.03 |              |
| 001.14.02 |Close Loop _N_l |       1.4807| 1 |      V |       1.455 |        1.54 |              |
| 001.14.03 |Close Loop _w_l |       1.4888| 1 |      V |       1.455 |        1.54 |              |
| 001.14.04 |Fb pin voltage  |       0.8078| 1 |      V |        0.79 |        0.82 |              |
| 001.14.05 |Rt pin voltage  |       1.7779| 1 |      V |         1.7 |         1.9 |              |
| 001.15.01 |ILIM VOLTAGE    |       5.0123| 1 |      V |        4.25 |        5.75 |              |
| 001.15.02 |ILIM_VCC_5_0V   |      10.0245| 1 |     uA |           9 |          11 |              |
| 001.15.03 |ILIM_VCC_5_6V   |      10.0273| 1 |     uA |           9 |        11.1 |              |
| 001.15.04 |ILIM_VCC_5_7V   |      10.0223| 1 |     uA |           9 |        11.1 |              |
| 001.15.05 |ILIM_VCC_5_8V   |      10.0285| 1 |     uA |           9 |        11.1 |              |
| 001.15.06 |ILIM_VCC_5_6_F  |       1.0000| 1 |        |         0.4 |         1.6 |              |
| 001.15.07 |ILIM_VCC_5_7_F  |       1.0000| 1 |        |         0.4 |         1.6 |              |
| 001.15.08 |ILIM_VCC_5_8_F  |       1.0000| 1 |        |         0.4 |         1.6 |              |
| 001.15.09 |SHUNT_REG_ON    |       5.8000| 1 |      V |        5.54 |        6.01 |              |
| 001.15.10 |Ilim_Delta      |       0.0212| 1 |      V |       -0.13 |       0.045 |              |

Serial Number: 144
|Test#      |Test Name       |  Value      |P/F|Unit    |Min Limit    |MaxLimit     |  Notes       |
| 001.01.01 |RT_PIN_2        |      -0.5869| 1 |      v |          -1 |        -0.3 |              |
| 001.01.02 |BOOT_PIN_11     |      -0.5375| 1 |      v |          -1 |        -0.3 |              |
| 001.01.03 |HDRV_PIN_10     |      -0.5396| 1 |      v |          -1 |        -0.3 |              |
| 001.01.04 |LDRV_PIN_13     |      -0.5272| 1 |      v |          -1 |        -0.3 |              |
| 001.01.05 |VCC_PIN_15      |      -0.5035| 1 |      v |          -1 |        -0.3 |              |
| 001.01.06 |EN_PIN_7        |      -0.5020| 1 |      v |          -1 |        -0.3 |              |
| 001.01.07 |ILIM_PIN_3      |      -0.4758| 1 |      v |          -1 |        -0.2 |              |
| 001.01.08 |SS_PIN_4        |      -0.5834| 1 |      v |          -1 |        -0.3 |              |
| 001.01.09 |COMP_PIN_5      |      -0.5845| 1 |      v |          -1 |        -0.3 |              |
| 001.01.10 |FB_PIN_6        |      -0.5863| 1 |      v |          -1 |        -0.3 |              |
| 001.01.11 |RAMP_PIN_14     |      -0.7100| 1 |      v |          -1 |        -0.3 |              |
| 001.01.12 |FBLDO_PIN_1     |      -0.5884| 1 |      v |          -1 |        -0.3 |              |
| 001.01.13 |GLDO_PIN_16     |      -0.5834| 1 |      v |          -1 |        -0.3 |              |
| 001.02.01 |IVCC NORMAL     |       7.5892| 1 |     mA |           1 |          15 |       NORMAL |
| 001.02.02 |IEN NORMAL      |       0.0002| 1 |     uA |          -5 |           5 |       NORMAL |
| 001.02.03 |IFB NORMAL      |      -0.2281| 1 |     uA |          -1 |           1 |       NORMAL |
| 001.02.04 |VCC_5_6 SHUNT   |       5.7081| 1 |      V |        5.45 |         5.9 |        SHUNT |
| 001.02.05 |VCC_5_9 SHUNT   |       5.7818| 1 |      V |        5.45 |         5.9 |        SHUNT |
| 001.02.06 |VCC QUIESENT    |       7.0879| 1 |     mA |           1 |        9.05 |     QUIESENT |
| 001.03.01 |IVCC DISABLE    |     157.9321| 1 |     uA |          50 |         400 |      DISABLE |
| 001.03.02 |IEN DISABLE     |     -56.6509| 1 |     uA |         -80 |         -35 |      DISABLE |
| 001.03.03 |IFB DISABLE     |      -0.0108| 1 |     uA |          -2 |           2 |      DISABLE |
| 001.04.01 |EN Rising       |       1.2950| 1 |      V |           1 |         1.8 |    THRESHOLD |
| 001.04.02 |EN Falling      |       1.0800| 1 |      V |         0.9 |         1.6 |    THRESHOLD |
| 001.04.03 |EN Hyst         |       0.2150| 1 |      V |           0 |           0 |    THRESHOLD |
| 001.05.01 |VCC_UVLO RISING |       4.2400| 1 |      V |           4 |         4.5 |         UVLO |
| 001.05.02 |VCC_UVLO FALLIN |       3.7400| 1 |      V |         3.6 |           4 |         UVLO |
| 001.05.03 |VCC_UVLO HYSTER |       0.5000| 1 |      V |        0.35 |         0.7 |         UVLO |
| 001.06.01 |Iss@ SS= 0      |     -10.7702| 1 |     uA |         -12 |          -8 |              |
| 001.06.02 |Iss @ SS=4.5    |      -9.8830| 1 |     uA |         -13 |          -7 |              |
| 001.06.03 |SS Threshold    |       1.2050| 1 |      V |         1.1 |         1.4 |              |
| 001.07.01 |OPEN FREQ HD    |     316.7768| 1 |    KHZ |         240 |         360 |              |
| 001.07.02 |OPEN FREQ LD    |     316.6148| 1 |    KHZ |         240 |         360 |              |
| 001.07.03 |RISE TIME HD    |      36.6080| 1 |     nS |           8 |          80 |              |
| 001.07.04 |FALL TIME HD    |      31.1052| 1 |     nS |           8 |          80 |              |
| 001.07.05 |RISE TIME LD    |      26.1182| 1 |     nS |           8 |          80 |              |
| 001.07.06 |FALL TIME LD    |      28.6404| 1 |     nS |           8 |          80 |              |
| 001.07.07 |DEAD T HD TO LD |      28.3925| 1 |     nS |           8 |         100 |              |
| 001.07.08 |DEAD T LD TO HD |      42.9765| 1 |     nS |           8 |         100 |              |
| 001.07.09 |OPEN FREQ LD    |     206.9714| 1 |    KHZ |         152 |         248 |              |
| 001.07.10 |OPEN FREQ HD    |     206.9835| 1 |    KHZ |         152 |         248 |              |
| 001.08.01 |Pwm DCycle High |      75.8926| 1 |      % |          45 |          95 |  COMP LINEAR |
| 001.08.02 |Pwm DCycle Low  |      39.5313| 1 |      % |          20 |          65 |  COMP LINEAR |
| 001.09.01 |ILIM VOLTAGE    |       4.9181| 1 |      V |        4.25 |        5.75 |              |
| 001.09.02 |ILIM CURRENT    |       9.8362| 1 |     uA |           9 |          11 |              |
| 001.10.01 |EA SOURCE       |   -2561.1414| 1 |     uA |       -5000 |        -500 |              |
| 001.10.02 |EA I SINK       |   10014.0635| 1 |     uA |        4000 |    1.7e+004 |              |
| 001.10.03 |EA_OUT HIGH     |       3.6317| 1 |      V |         3.4 |           4 |              |
| 001.10.04 |EA_OUT HI LOAD  |       3.5329| 1 |      V |         3.4 |           4 |              |
| 001.10.05 |EA_OUT LOW      |       0.0647| 1 |      V |         4.2 |         0.3 |              |
| 001.11.01 |ERROR AMP OFFSE |       0.0100| 1 |      V |       -0.01 |       0.025 |              |
| 001.11.02 |RAMP AMPLITUDE  |       1.8366| 1 |      V |       1.425 |        1.95 |     THESHOLD |
| 001.12.01 |LDO OUT VOLTAGE |       1.1971| 1 |      V |        1.17 |        1.23 |              |
| 001.12.02 |FBLDO ISOURCE   |       4.9280| 1 |      V |         4.4 |         5.5 |              |
| 001.12.03 |FBLDO ISINK     |       0.0372| 1 |      V |        -0.5 |        0.25 |              |
| 001.12.04 |FB RISING       |       0.8050| 1 |      V |       0.775 |       0.825 |              |
| 001.12.05 |SS LDO STARTUP  |       2.0600| 1 |      V |         1.8 |         2.5 |              |
| 001.13.01 |OVP VSEN PIN 23 |     112.7250| 1 |      % |         110 |       122.5 |              |
| 001.13.02 |UVP VSEN PIN 23 |      75.2250| 1 |      % |          65 |          80 |              |
| 001.14.01 |Ramp Voltage    |       1.8889| 1 |      V |        1.82 |        2.03 |              |
| 001.14.02 |Close Loop _N_l |       1.4807| 1 |      V |       1.455 |        1.54 |              |
| 001.14.03 |Close Loop _w_l |       1.4889| 1 |      V |       1.455 |        1.54 |              |
| 001.14.04 |Fb pin voltage  |       0.8078| 1 |      V |        0.79 |        0.82 |              |
| 001.14.05 |Rt pin voltage  |       1.7782| 1 |      V |         1.7 |         1.9 |              |
| 001.15.01 |ILIM VOLTAGE    |       5.0089| 1 |      V |        4.25 |        5.75 |              |
| 001.15.02 |ILIM_VCC_5_0V   |      10.0179| 1 |     uA |           9 |          11 |              |
